Source,Destination,Frequency
ruscella mies haber,rachel panatal,0.0
ruscella mies haber,axel calzas,0.0
ruscella mies haber,gastech,0.0
ruscella mies haber,pok,0.0
ruscella mies haber,apa,0.0
ruscella mies haber,government,0.0
cecilia morluniau,cecilia morluniau,0.0
cecilia morluniau,rachel pantanal,0.0
cecilia morluniau,emile arpa,0.0
cecilia morluniau,hideki cocinaro,0.0
cecilia morluniau,brand tempestad,0.0
cecilia morluniau,adra nubarron,0.0
cecilia morluniau,inga ferro,0.0
cecilia morluniau,dylan scozzese,0.0
cecilia morluniau,orhan strum,0.0
cecilia morluniau,marin onda,0.0
cecilia morluniau,lidelse dedos,0.0
cecilia morluniau,silvia marek,0.0
cecilia morluniau,kanon herrero,0.0
cecilia morluniau,adan morlun,0.0
cecilia morluniau,albina hafon,0.0
cecilia morluniau,sven flecha,0.0
cecilia morluniau,elsa orilla,0.0
cecilia morluniau,"sten sanjorge, jr",0.0
cecilia morluniau,nils calixto,0.0
cecilia morluniau,edvard vann,0.0
cecilia morluniau,linda lagos,0.0
cecilia morluniau,kare orilla,0.0
cecilia morluniau,rachel panatal,0.0
cecilia morluniau,axel calzas,0.0
cecilia morluniau,gastech,0.0
cecilia morluniau,pok,0.0
cecilia morluniau,apa,0.0
cecilia morluniau,government,0.0
rachel pantanal,rachel pantanal,0.0
rachel pantanal,emile arpa,0.0
rachel pantanal,hideki cocinaro,0.0
rachel pantanal,brand tempestad,0.0
rachel pantanal,adra nubarron,0.0
rachel pantanal,inga ferro,0.0
rachel pantanal,dylan scozzese,0.0
rachel pantanal,orhan strum,0.0
rachel pantanal,marin onda,0.0
rachel pantanal,lidelse dedos,0.0
rachel pantanal,silvia marek,0.0
rachel pantanal,kanon herrero,0.0
rachel pantanal,adan morlun,0.0
rachel pantanal,albina hafon,0.0
rachel pantanal,sven flecha,0.0
rachel pantanal,elsa orilla,0.0
rachel pantanal,"sten sanjorge, jr",0.0
rachel pantanal,nils calixto,0.0
rachel pantanal,edvard vann,0.0
rachel pantanal,linda lagos,0.0
rachel pantanal,kare orilla,0.0
rachel pantanal,rachel panatal,0.0
rachel pantanal,axel calzas,0.0
rachel pantanal,gastech,0.0
rachel pantanal,pok,0.0
rachel pantanal,apa,0.0
rachel pantanal,government,0.0
emile arpa,emile arpa,0.0
emile arpa,hideki cocinaro,0.0
emile arpa,brand tempestad,0.0
emile arpa,adra nubarron,0.0
emile arpa,inga ferro,0.0
emile arpa,dylan scozzese,0.0
emile arpa,orhan strum,0.0
emile arpa,marin onda,0.0
emile arpa,lidelse dedos,0.0
emile arpa,silvia marek,0.0
emile arpa,kanon herrero,0.0
emile arpa,adan morlun,0.0
emile arpa,albina hafon,0.0
emile arpa,sven flecha,0.0
emile arpa,elsa orilla,0.0
emile arpa,"sten sanjorge, jr",0.0
emile arpa,nils calixto,0.0
emile arpa,edvard vann,0.0
emile arpa,linda lagos,0.0
emile arpa,kare orilla,0.0
emile arpa,rachel panatal,0.0
emile arpa,axel calzas,0.0
emile arpa,gastech,0.0
emile arpa,pok,0.0
emile arpa,apa,0.0
emile arpa,government,0.0
hideki cocinaro,hideki cocinaro,0.0
hideki cocinaro,brand tempestad,0.0
hideki cocinaro,adra nubarron,0.0
hideki cocinaro,inga ferro,0.0
hideki cocinaro,dylan scozzese,0.0
hideki cocinaro,orhan strum,0.0
hideki cocinaro,marin onda,0.0
hideki cocinaro,lidelse dedos,0.0
hideki cocinaro,silvia marek,0.0
hideki cocinaro,kanon herrero,0.0
hideki cocinaro,adan morlun,0.0
hideki cocinaro,albina hafon,0.0
hideki cocinaro,sven flecha,0.0
hideki cocinaro,elsa orilla,0.0
hideki cocinaro,"sten sanjorge, jr",0.0
hideki cocinaro,nils calixto,0.0
hideki cocinaro,edvard vann,0.0
hideki cocinaro,linda lagos,0.0
hideki cocinaro,kare orilla,0.0
hideki cocinaro,rachel panatal,0.0
hideki cocinaro,axel calzas,0.0
hideki cocinaro,gastech,0.0
hideki cocinaro,pok,0.0
hideki cocinaro,apa,0.0
hideki cocinaro,government,0.0
brand tempestad,brand tempestad,0.0
brand tempestad,adra nubarron,0.0
brand tempestad,inga ferro,0.0
brand tempestad,dylan scozzese,0.0
brand tempestad,orhan strum,0.0
brand tempestad,marin onda,0.0
brand tempestad,lidelse dedos,0.0
brand tempestad,silvia marek,0.0
brand tempestad,kanon herrero,0.0
brand tempestad,adan morlun,0.0
brand tempestad,albina hafon,0.0
brand tempestad,sven flecha,0.0
brand tempestad,elsa orilla,0.0
brand tempestad,"sten sanjorge, jr",0.0
brand tempestad,nils calixto,0.0
brand tempestad,edvard vann,0.0
brand tempestad,linda lagos,0.0
brand tempestad,kare orilla,0.0
brand tempestad,rachel panatal,0.0
brand tempestad,axel calzas,0.0
brand tempestad,gastech,0.0
brand tempestad,pok,0.0
brand tempestad,apa,0.0
brand tempestad,government,0.0
adra nubarron,adra nubarron,0.0
adra nubarron,inga ferro,0.0
adra nubarron,dylan scozzese,0.0
adra nubarron,orhan strum,0.0
adra nubarron,marin onda,0.0
adra nubarron,lidelse dedos,0.0
adra nubarron,silvia marek,0.0
adra nubarron,kanon herrero,0.0
adra nubarron,adan morlun,0.0
adra nubarron,albina hafon,0.0
adra nubarron,sven flecha,0.0
adra nubarron,elsa orilla,0.0
adra nubarron,"sten sanjorge, jr",0.0
adra nubarron,nils calixto,0.0
adra nubarron,edvard vann,0.0
adra nubarron,linda lagos,0.0
adra nubarron,kare orilla,0.0
adra nubarron,rachel panatal,0.0
adra nubarron,axel calzas,0.0
adra nubarron,gastech,0.0
adra nubarron,pok,0.0
adra nubarron,apa,0.0
adra nubarron,government,0.0
inga ferro,inga ferro,0.0
inga ferro,dylan scozzese,0.0
inga ferro,orhan strum,0.0
inga ferro,marin onda,0.0
inga ferro,lidelse dedos,0.0
inga ferro,silvia marek,0.0
inga ferro,kanon herrero,0.0
inga ferro,adan morlun,0.0
inga ferro,albina hafon,0.0
inga ferro,sven flecha,0.0
inga ferro,elsa orilla,0.0
inga ferro,"sten sanjorge, jr",1.0
inga ferro,nils calixto,0.0
inga ferro,edvard vann,0.0
inga ferro,linda lagos,0.0
inga ferro,kare orilla,0.0
inga ferro,rachel panatal,0.0
inga ferro,axel calzas,0.0
inga ferro,gastech,2.0
inga ferro,pok,0.0
inga ferro,apa,0.0
inga ferro,government,0.0
dylan scozzese,dylan scozzese,0.0
dylan scozzese,orhan strum,0.0
dylan scozzese,marin onda,0.0
dylan scozzese,lidelse dedos,0.0
dylan scozzese,silvia marek,0.0
dylan scozzese,kanon herrero,0.0
dylan scozzese,adan morlun,0.0
dylan scozzese,albina hafon,0.0
dylan scozzese,sven flecha,0.0
dylan scozzese,elsa orilla,0.0
dylan scozzese,"sten sanjorge, jr",0.0
dylan scozzese,nils calixto,0.0
dylan scozzese,edvard vann,0.0
dylan scozzese,linda lagos,0.0
dylan scozzese,kare orilla,0.0
dylan scozzese,rachel panatal,0.0
dylan scozzese,axel calzas,0.0
dylan scozzese,gastech,0.0
dylan scozzese,pok,0.0
dylan scozzese,apa,0.0
dylan scozzese,government,0.0
orhan strum,orhan strum,0.0
orhan strum,marin onda,0.0
orhan strum,lidelse dedos,0.0
orhan strum,silvia marek,0.0
orhan strum,kanon herrero,0.0
orhan strum,adan morlun,0.0
orhan strum,albina hafon,0.0
orhan strum,sven flecha,0.0
orhan strum,elsa orilla,0.0
orhan strum,"sten sanjorge, jr",0.0
orhan strum,nils calixto,0.0
orhan strum,edvard vann,0.0
orhan strum,linda lagos,0.0
orhan strum,kare orilla,0.0
orhan strum,rachel panatal,0.0
orhan strum,axel calzas,0.0
orhan strum,gastech,1.0
orhan strum,pok,0.0
orhan strum,apa,0.0
orhan strum,government,0.0
marin onda,marin onda,0.0
marin onda,lidelse dedos,0.0
marin onda,silvia marek,0.0
marin onda,kanon herrero,0.0
marin onda,adan morlun,0.0
marin onda,albina hafon,0.0
marin onda,sven flecha,0.0
marin onda,elsa orilla,0.0
marin onda,"sten sanjorge, jr",0.0
marin onda,nils calixto,0.0
marin onda,edvard vann,0.0
marin onda,linda lagos,0.0
marin onda,kare orilla,0.0
marin onda,rachel panatal,0.0
marin onda,axel calzas,0.0
marin onda,gastech,0.0
marin onda,pok,0.0
marin onda,apa,0.0
marin onda,government,0.0
lidelse dedos,lidelse dedos,0.0
lidelse dedos,silvia marek,0.0
lidelse dedos,kanon herrero,0.0
lidelse dedos,adan morlun,0.0
lidelse dedos,albina hafon,0.0
lidelse dedos,sven flecha,0.0
lidelse dedos,elsa orilla,0.0
lidelse dedos,"sten sanjorge, jr",0.0
lidelse dedos,nils calixto,0.0
lidelse dedos,edvard vann,0.0
lidelse dedos,linda lagos,0.0
lidelse dedos,kare orilla,0.0
lidelse dedos,rachel panatal,0.0
lidelse dedos,axel calzas,0.0
lidelse dedos,gastech,0.0
lidelse dedos,pok,0.0
lidelse dedos,apa,0.0
lidelse dedos,government,0.0
silvia marek,silvia marek,0.0
silvia marek,kanon herrero,0.0
silvia marek,adan morlun,0.0
silvia marek,albina hafon,0.0
silvia marek,sven flecha,0.0
silvia marek,elsa orilla,0.0
silvia marek,"sten sanjorge, jr",0.0
silvia marek,nils calixto,0.0
silvia marek,edvard vann,1.0
silvia marek,linda lagos,0.0
silvia marek,kare orilla,0.0
silvia marek,rachel panatal,0.0
silvia marek,axel calzas,0.0
silvia marek,gastech,0.0
silvia marek,pok,9.0
silvia marek,apa,0.0
silvia marek,government,0.0
kanon herrero,kanon herrero,0.0
kanon herrero,adan morlun,0.0
kanon herrero,albina hafon,0.0
kanon herrero,sven flecha,0.0
kanon herrero,elsa orilla,0.0
kanon herrero,"sten sanjorge, jr",0.0
kanon herrero,nils calixto,0.0
kanon herrero,edvard vann,0.0
kanon herrero,linda lagos,0.0
kanon herrero,kare orilla,0.0
kanon herrero,rachel panatal,0.0
kanon herrero,axel calzas,0.0
kanon herrero,gastech,0.0
kanon herrero,pok,0.0
kanon herrero,apa,0.0
kanon herrero,government,0.0
adan morlun,adan morlun,0.0
adan morlun,albina hafon,0.0
adan morlun,sven flecha,0.0
adan morlun,elsa orilla,0.0
adan morlun,"sten sanjorge, jr",0.0
adan morlun,nils calixto,0.0
adan morlun,edvard vann,0.0
adan morlun,linda lagos,0.0
adan morlun,kare orilla,0.0
adan morlun,rachel panatal,0.0
adan morlun,axel calzas,0.0
adan morlun,gastech,0.0
adan morlun,pok,0.0
adan morlun,apa,0.0
adan morlun,government,0.0
albina hafon,albina hafon,0.0
albina hafon,sven flecha,0.0
albina hafon,elsa orilla,0.0
albina hafon,"sten sanjorge, jr",0.0
albina hafon,nils calixto,0.0
albina hafon,edvard vann,0.0
albina hafon,linda lagos,0.0
albina hafon,kare orilla,0.0
albina hafon,rachel panatal,0.0
albina hafon,axel calzas,0.0
albina hafon,gastech,0.0
albina hafon,pok,0.0
albina hafon,apa,0.0
albina hafon,government,0.0
sven flecha,sven flecha,0.0
sven flecha,elsa orilla,0.0
sven flecha,"sten sanjorge, jr",0.0
sven flecha,nils calixto,0.0
sven flecha,edvard vann,0.0
sven flecha,linda lagos,0.0
sven flecha,kare orilla,0.0
sven flecha,rachel panatal,0.0
sven flecha,axel calzas,0.0
sven flecha,gastech,0.0
sven flecha,pok,0.0
sven flecha,apa,0.0
sven flecha,government,0.0
elsa orilla,elsa orilla,0.0
elsa orilla,"sten sanjorge, jr",0.0
elsa orilla,nils calixto,0.0
elsa orilla,edvard vann,0.0
elsa orilla,linda lagos,0.0
elsa orilla,kare orilla,0.0
elsa orilla,rachel panatal,0.0
elsa orilla,axel calzas,0.0
elsa orilla,gastech,0.0
elsa orilla,pok,0.0
elsa orilla,apa,0.0
elsa orilla,government,0.0
"sten sanjorge, jr","sten sanjorge, jr",0.0
"sten sanjorge, jr",nils calixto,0.0
"sten sanjorge, jr",edvard vann,0.0
"sten sanjorge, jr",linda lagos,0.0
"sten sanjorge, jr",kare orilla,0.0
"sten sanjorge, jr",rachel panatal,0.0
"sten sanjorge, jr",axel calzas,0.0
"sten sanjorge, jr",gastech,19.0
"sten sanjorge, jr",pok,0.0
"sten sanjorge, jr",apa,0.0
"sten sanjorge, jr",government,1.0
nils calixto,nils calixto,0.0
nils calixto,edvard vann,0.0
nils calixto,linda lagos,0.0
nils calixto,kare orilla,0.0
nils calixto,rachel panatal,0.0
nils calixto,axel calzas,0.0
nils calixto,gastech,0.0
nils calixto,pok,0.0
nils calixto,apa,0.0
nils calixto,government,0.0
edvard vann,edvard vann,0.0
edvard vann,linda lagos,0.0
edvard vann,kare orilla,0.0
edvard vann,rachel panatal,0.0
edvard vann,axel calzas,0.0
edvard vann,gastech,19.0
edvard vann,pok,20.0
edvard vann,apa,0.0
edvard vann,government,0.0
linda lagos,linda lagos,0.0
linda lagos,kare orilla,0.0
linda lagos,rachel panatal,0.0
linda lagos,axel calzas,0.0
linda lagos,gastech,0.0
linda lagos,pok,0.0
linda lagos,apa,0.0
linda lagos,government,0.0
kare orilla,kare orilla,0.0
kare orilla,rachel panatal,0.0
kare orilla,axel calzas,0.0
kare orilla,gastech,0.0
kare orilla,pok,0.0
kare orilla,apa,0.0
kare orilla,government,0.0
rachel panatal,rachel panatal,0.0
rachel panatal,axel calzas,0.0
rachel panatal,gastech,0.0
rachel panatal,pok,0.0
rachel panatal,apa,0.0
rachel panatal,government,0.0
axel calzas,axel calzas,0.0
axel calzas,gastech,0.0
axel calzas,pok,0.0
axel calzas,apa,0.0
axel calzas,government,0.0
gastech,gastech,0.0
gastech,pok,101.0
gastech,apa,0.0
gastech,government,21.0
pok,pok,0.0
pok,apa,0.0
pok,government,16.0
apa,apa,0.0
apa,government,0.0
government,government,0.0
